Year,Region,Fuel_Type,Transmission,Model,Price_USD,Type
2026,North America,Petrol,Automatic,X5,85427,Forecast
2027,North America,Petrol,Automatic,X5,87583,Forecast
2010,North America,Petrol,Manual,X5,82445,Actual
2011,North America,Petrol,Manual,X5,63008,Actual
2012,North America,Petrol,Manual,X5,74850,Actual
2013,North America,Petrol,Manual,X5,75174,Actual
2014,North America,Petrol,Manual,X5,61998,Actual
2015,North America,Petrol,Manual,X5,50623,Actual
2016,North America,Petrol,Manual,X5,66421,Actual
2017,North America,Petrol,Manual,X5,94642,Actual
2018,North America,Petrol,Manual,X5,71664,Actual
2019,North America,Petrol,Manual,X5,72739,Actual
2020,North America,Petrol,Manual,X5,66988,Actual
2021,North America,Petrol,Manual,X5,68279,Actual
2022,North America,Petrol,Manual,X5,77493,Actual
2023,North America,Petrol,Manual,X5,70141,Actual
2024,North America,Petrol,Manual,X5,91519,Actual
2025,North America,Petrol,Manual,X5,88184,Forecast
2026,North America,Petrol,Manual,X5,92805,Forecast
2027,North America,Petrol,Manual,X5,97426,Forecast
2010,North America,Diesel,Automatic,X6,85822,Actual
2011,North America,Diesel,Automatic,X6,73652,Actual
2012,North America,Diesel,Automatic,X6,91769,Actual
2013,North America,Diesel,Automatic,X6,84563,Actual
2014,North America,Diesel,Automatic,X6,99569,Actual
2015,North America,Diesel,Automatic,X6,81929,Actual
2016,North America,Diesel,Automatic,X6,85968,Actual
2017,North America,Diesel,Automatic,X6,87791,Actual
2018,North America,Diesel,Automatic,X6,70784,Actual
2019,North America,Diesel,Automatic,X6,40641,Actual
2020,North America,Diesel,Automatic,X6,53980,Actual
2021,North America,Diesel,Automatic,X6,63818,Actual
2022,North America,Diesel,Automatic,X6,75680,Actual
2023,North America,Diesel,Automatic,X6,76016,Actual
2024,North America,Diesel,Automatic,X6,69085,Actual
2025,North America,Diesel,Automatic,X6,74872,Forecast
2026,North America,Diesel,Automatic,X6,77309,Forecast
2027,North America,Diesel,Automatic,X6,79745,Forecast
2010,North America,Diesel,Manual,X6,56364,Actual
2011,North America,Diesel,Manual,X6,72802,Actual
2012,North America,Diesel,Manual,X6,68678,Actual
2013,North America,Diesel,Manual,X6,65091,Actual
2014,North America,Diesel,Manual,X6,77226,Actual
2015,North America,Diesel,Manual,X6,72089,Actual
2016,North America,Diesel,Manual,X6,61294,Actual
2017,North America,Diesel,Manual,X6,97024,Actual
2018,North America,Diesel,Manual,X6,71762,Actual
2019,North America,Diesel,Manual,X6,74528,Actual
2020,North America,Diesel,Manual,X6,88848,Actual
2021,North America,Diesel,Manual,X6,76050,Actual
2022,North America,Diesel,Manual,X6,68374,Actual
2023,North America,Diesel,Manual,X6,76663,Actual
2024,North America,Diesel,Manual,X6,64427,Actual
2025,North America,Diesel,Manual,X6,64545,Forecast
2026,North America,Diesel,Manual,X6,61244,Forecast
2027,North America,Diesel,Manual,X6,57942,Forecast
2010,North America,Electric,Automatic,X6,94768,Actual
2011,North America,Electric,Automatic,X6,88435,Actual
2012,North America,Electric,Automatic,X6,59128,Actual
2013,North America,Electric,Automatic,X6,61047,Actual
2014,North America,Electric,Automatic,X6,77232,Actual
2015,North America,Electric,Automatic,X6,84856,Actual
2016,North America,Electric,Automatic,X6,61133,Actual
2017,North America,Electric,Automatic,X6,78593,Actual
2018,North America,Electric,Automatic,X6,85838,Actual
2019,North America,Electric,Automatic,X6,75262,Actual
2020,North America,Electric,Automatic,X6,68305,Actual
2021,North America,Electric,Automatic,X6,75532,Actual
2022,North America,Electric,Automatic,X6,75740,Actual
2023,North America,Electric,Automatic,X6,87130,Actual
2024,North America,Electric,Automatic,X6,44582,Actual
2025,North America,Electric,Automatic,X6,53976,Forecast
2026,North America,Electric,Automatic,X6,47183,Forecast
2027,North America,Electric,Automatic,X6,40390,Forecast
2010,North America,Electric,Manual,X6,78287,Actual
2011,North America,Electric,Manual,X6,75128,Actual
2012,North America,Electric,Manual,X6,66838,Actual
2013,North America,Electric,Manual,X6,75335,Actual
2014,North America,Electric,Manual,X6,69567,Actual
2015,North America,Electric,Manual,X6,61827,Actual
2016,North America,Electric,Manual,X6,52572,Actual
2017,North America,Electric,Manual,X6,74791,Actual
2018,North America,Electric,Manual,X6,63328,Actual
2019,North America,Electric,Manual,X6,70002,Actual
2020,North America,Electric,Manual,X6,58882,Actual
2021,North America,Electric,Manual,X6,70062,Actual
2022,North America,Electric,Manual,X6,69807,Actual
2023,North America,Electric,Manual,X6,78603,Actual
2024,North America,Electric,Manual,X6,76149,Actual
2025,North America,Electric,Manual,X6,79921,Forecast
2026,North America,Electric,Manual,X6,82690,Forecast
2027,North America,Electric,Manual,X6,85459,Forecast
2010,North America,Hybrid,Automatic,X6,74287,Actual
2011,North America,Hybrid,Automatic,X6,70822,Actual
2012,North America,Hybrid,Automatic,X6,60257,Actual
2013,North America,Hybrid,Automatic,X6,47173,Actual
2014,North America,Hybrid,Automatic,X6,73544,Actual
2015,North America,Hybrid,Automatic,X6,96819,Actual
2016,North America,Hybrid,Automatic,X6,109827,Actual
2017,North America,Hybrid,Automatic,X6,81270,Actual
2018,North America,Hybrid,Automatic,X6,66870,Actual
2019,North America,Hybrid,Automatic,X6,86488,Actual
2020,North America,Hybrid,Automatic,X6,65535,Actual
2021,North America,Hybrid,Automatic,X6,57910,Actual
2022,North America,Hybrid,Automatic,X6,65716,Actual
2023,North America,Hybrid,Automatic,X6,90561,Actual
2024,North America,Hybrid,Automatic,X6,80460,Actual
2025,North America,Hybrid,Automatic,X6,84249,Forecast
2026,North America,Hybrid,Automatic,X6,87890,Forecast
2027,North America,Hybrid,Automatic,X6,91532,Forecast
2010,North America,Hybrid,Manual,X6,72368,Actual
2011,North America,Hybrid,Manual,X6,79388,Actual
2012,North America,Hybrid,Manual,X6,63267,Actual
2013,North America,Hybrid,Manual,X6,54743,Actual
2014,North America,Hybrid,Manual,X6,75219,Actual
2015,North America,Hybrid,Manual,X6,59202,Actual
2016,North America,Hybrid,Manual,X6,69660,Actual
2017,North America,Hybrid,Manual,X6,68801,Actual
2018,North America,Hybrid,Manual,X6,81238,Actual
2019,North America,Hybrid,Manual,X6,69538,Actual
2020,North America,Hybrid,Manual,X6,94702,Actual
2021,North America,Hybrid,Manual,X6,76112,Actual
2022,North America,Hybrid,Manual,X6,74914,Actual
2023,North America,Hybrid,Manual,X6,74172,Actual
2024,North America,Hybrid,Manual,X6,79840,Actual
2025,North America,Hybrid,Manual,X6,77571,Forecast
2026,North America,Hybrid,Manual,X6,77440,Forecast
2027,North America,Hybrid,Manual,X6,77309,Forecast
2010,North America,Petrol,Automatic,X6,66509,Actual
2011,North America,Petrol,Automatic,X6,97940,Actual
2012,North America,Petrol,Automatic,X6,60264,Actual
2013,North America,Petrol,Automatic,X6,61106,Actual
2014,North America,Petrol,Automatic,X6,82681,Actual
2015,North America,Petrol,Automatic,X6,79499,Actual
2016,North America,Petrol,Automatic,X6,82669,Actual
2017,North America,Petrol,Automatic,X6,65758,Actual
2018,North America,Petrol,Automatic,X6,62741,Actual
2019,North America,Petrol,Automatic,X6,74535,Actual
2020,North America,Petrol,Automatic,X6,84626,Actual
2021,North America,Petrol,Automatic,X6,74560,Actual
2022,North America,Petrol,Automatic,X6,66929,Actual
2023,North America,Petrol,Automatic,X6,65760,Actual
2024,North America,Petrol,Automatic,X6,90305,Actual
2025,North America,Petrol,Automatic,X6,83741,Forecast
2026,North America,Petrol,Automatic,X6,87303,Forecast
2027,North America,Petrol,Automatic,X6,90865,Forecast
2010,North America,Petrol,Manual,X6,75129,Actual
2011,North America,Petrol,Manual,X6,82678,Actual
2012,North America,Petrol,Manual,X6,79418,Actual
2013,North America,Petrol,Manual,X6,69278,Actual
2014,North America,Petrol,Manual,X6,59918,Actual
2015,North America,Petrol,Manual,X6,68912,Actual
2016,North America,Petrol,Manual,X6,60176,Actual
2017,North America,Petrol,Manual,X6,60800,Actual
2018,North America,Petrol,Manual,X6,71693,Actual
2019,North America,Petrol,Manual,X6,66159,Actual
2020,North America,Petrol,Manual,X6,75006,Actual
2021,North America,Petrol,Manual,X6,85645,Actual
2022,North America,Petrol,Manual,X6,72283,Actual
2023,North America,Petrol,Manual,X6,87856,Actual
2024,North America,Petrol,Manual,X6,95524,Actual
2025,North America,Petrol,Manual,X6,98218,Forecast
2026,North America,Petrol,Manual,X6,103724,Forecast
2027,North America,Petrol,Manual,X6,109230,Forecast
2010,North America,Diesel,Automatic,i3,75169,Actual
2011,North America,Diesel,Automatic,i3,73685,Actual
2012,North America,Diesel,Automatic,i3,68777,Actual
2013,North America,Diesel,Automatic,i3,57288,Actual
2014,North America,Diesel,Automatic,i3,64133,Actual
2015,North America,Diesel,Automatic,i3,82162,Actual
2016,North America,Diesel,Automatic,i3,84486,Actual
2017,North America,Diesel,Automatic,i3,51944,Actual
2018,North America,Diesel,Automatic,i3,70303,Actual
2019,North America,Diesel,Automatic,i3,91913,Actual
2020,North America,Diesel,Automatic,i3,91502,Actual
2021,North America,Diesel,Automatic,i3,87608,Actual
2022,North America,Diesel,Automatic,i3,83226,Actual
2023,North America,Diesel,Automatic,i3,99736,Actual
2024,North America,Diesel,Automatic,i3,91632,Actual
2025,North America,Diesel,Automatic,i3,96774,Forecast
2026,North America,Diesel,Automatic,i3,98783,Forecast
2027,North America,Diesel,Automatic,i3,100791,Forecast
2010,North America,Diesel,Manual,i3,70973,Actual
2011,North America,Diesel,Manual,i3,82264,Actual
2012,North America,Diesel,Manual,i3,72589,Actual
2013,North America,Diesel,Manual,i3,76642,Actual
2014,North America,Diesel,Manual,i3,70923,Actual
2015,North America,Diesel,Manual,i3,83451,Actual
2016,North America,Diesel,Manual,i3,65763,Actual
2017,North America,Diesel,Manual,i3,68320,Actual
2018,North America,Diesel,Manual,i3,74146,Actual
2019,North America,Diesel,Manual,i3,71155,Actual
2020,North America,Diesel,Manual,i3,76408,Actual
2021,North America,Diesel,Manual,i3,86903,Actual
2022,North America,Diesel,Manual,i3,89651,Actual
2023,North America,Diesel,Manual,i3,77667,Actual
2024,North America,Diesel,Manual,i3,60468,Actual
2025,North America,Diesel,Manual,i3,65429,Forecast
2026,North America,Diesel,Manual,i3,60640,Forecast
2027,North America,Diesel,Manual,i3,55851,Forecast
2010,North America,Electric,Automatic,i3,68237,Actual
2011,North America,Electric,Automatic,i3,78732,Actual
2012,North America,Electric,Automatic,i3,78074,Actual
2013,North America,Electric,Automatic,i3,73063,Actual
2014,North America,Electric,Automatic,i3,83815,Actual
2015,North America,Electric,Automatic,i3,86535,Actual
2016,North America,Electric,Automatic,i3,79478,Actual
2017,North America,Electric,Automatic,i3,91424,Actual
2018,North America,Electric,Automatic,i3,58898,Actual
2019,North America,Electric,Automatic,i3,75854,Actual
2020,North America,Electric,Automatic,i3,89109,Actual
2021,North America,Electric,Automatic,i3,65595,Actual
2022,North America,Electric,Automatic,i3,86158,Actual
2023,North America,Electric,Automatic,i3,75565,Actual
2024,North America,Electric,Automatic,i3,61971,Actual
2025,North America,Electric,Automatic,i3,64653,Forecast
2026,North America,Electric,Automatic,i3,60927,Forecast
2027,North America,Electric,Automatic,i3,57200,Forecast
2010,North America,Electric,Manual,i3,62843,Actual
2011,North America,Electric,Manual,i3,88720,Actual
2012,North America,Electric,Manual,i3,62705,Actual
2013,North America,Electric,Manual,i3,74770,Actual
2014,North America,Electric,Manual,i3,111557,Actual
2015,North America,Electric,Manual,i3,81587,Actual
2016,North America,Electric,Manual,i3,64453,Actual
2017,North America,Electric,Manual,i3,86990,Actual
2018,North America,Electric,Manual,i3,60975,Actual
2019,North America,Electric,Manual,i3,90032,Actual
2020,North America,Electric,Manual,i3,86519,Actual
2021,North America,Electric,Manual,i3,100071,Actual
2022,North America,Electric,Manual,i3,69902,Actual
2023,North America,Electric,Manual,i3,79611,Actual
2024,North America,Electric,Manual,i3,76557,Actual
2025,North America,Electric,Manual,i3,74994,Forecast
2026,North America,Electric,Manual,i3,72788,Forecast
2027,North America,Electric,Manual,i3,70582,Forecast
2010,North America,Hybrid,Automatic,i3,72515,Actual
2011,North America,Hybrid,Automatic,i3,66655,Actual
2012,North America,Hybrid,Automatic,i3,53039,Actual
2013,North America,Hybrid,Automatic,i3,99997,Actual
2014,North America,Hybrid,Automatic,i3,64100,Actual
2015,North America,Hybrid,Automatic,i3,94348,Actual
2016,North America,Hybrid,Automatic,i3,48327,Actual
2017,North America,Hybrid,Automatic,i3,85852,Actual
2018,North America,Hybrid,Automatic,i3,77896,Actual
2019,North America,Hybrid,Automatic,i3,68021,Actual
2020,North America,Hybrid,Automatic,i3,64073,Actual
2021,North America,Hybrid,Automatic,i3,71358,Actual
2022,North America,Hybrid,Automatic,i3,68950,Actual
2023,North America,Hybrid,Automatic,i3,53178,Actual
2024,North America,Hybrid,Automatic,i3,73857,Actual
2025,North America,Hybrid,Automatic,i3,66609,Forecast
2026,North America,Hybrid,Automatic,i3,67015,Forecast
2027,North America,Hybrid,Automatic,i3,67422,Forecast
2010,North America,Hybrid,Manual,i3,63369,Actual
2011,North America,Hybrid,Manual,i3,53614,Actual
2012,North America,Hybrid,Manual,i3,78481,Actual
2013,North America,Hybrid,Manual,i3,73062,Actual
2014,North America,Hybrid,Manual,i3,94593,Actual
2015,North America,Hybrid,Manual,i3,77742,Actual
2016,North America,Hybrid,Manual,i3,79169,Actual
2017,North America,Hybrid,Manual,i3,78152,Actual
2018,North America,Hybrid,Manual,i3,72879,Actual
2019,North America,Hybrid,Manual,i3,72369,Actual
2020,North America,Hybrid,Manual,i3,67284,Actual
2021,North America,Hybrid,Manual,i3,67493,Actual
2022,North America,Hybrid,Manual,i3,79186,Actual
2023,North America,Hybrid,Manual,i3,74940,Actual
2024,North America,Hybrid,Manual,i3,87371,Actual
2025,North America,Hybrid,Manual,i3,86694,Forecast
2026,North America,Hybrid,Manual,i3,90649,Forecast
2027,North America,Hybrid,Manual,i3,94604,Forecast
2010,North America,Petrol,Automatic,i3,78313,Actual
2011,North America,Petrol,Automatic,i3,64016,Actual
2012,North America,Petrol,Automatic,i3,81120,Actual
2013,North America,Petrol,Automatic,i3,73428,Actual
2014,North America,Petrol,Automatic,i3,65401,Actual
2015,North America,Petrol,Automatic,i3,95301,Actual
2016,North America,Petrol,Automatic,i3,81334,Actual
2017,North America,Petrol,Automatic,i3,74578,Actual
2018,North America,Petrol,Automatic,i3,70476,Actual
2019,North America,Petrol,Automatic,i3,81232,Actual
2020,North America,Petrol,Automatic,i3,82824,Actual
2021,North America,Petrol,Automatic,i3,90817,Actual
2022,North America,Petrol,Automatic,i3,71575,Actual
2023,North America,Petrol,Automatic,i3,72366,Actual
2024,North America,Petrol,Automatic,i3,74349,Actual
2025,North America,Petrol,Automatic,i3,71445,Forecast
2026,North America,Petrol,Automatic,i3,69446,Forecast
2027,North America,Petrol,Automatic,i3,67447,Forecast
2010,North America,Petrol,Manual,i3,84707,Actual
2011,North America,Petrol,Manual,i3,72350,Actual
2012,North America,Petrol,Manual,i3,78470,Actual
2013,North America,Petrol,Manual,i3,71219,Actual
2014,North America,Petrol,Manual,i3,61280,Actual
2015,North America,Petrol,Manual,i3,70441,Actual
2016,North America,Petrol,Manual,i3,73979,Actual
2017,North America,Petrol,Manual,i3,105088,Actual
2018,North America,Petrol,Manual,i3,64147,Actual
2019,North America,Petrol,Manual,i3,80250,Actual
2020,North America,Petrol,Manual,i3,82657,Actual
2021,North America,Petrol,Manual,i3,91819,Actual
2022,North America,Petrol,Manual,i3,59626,Actual
2023,North America,Petrol,Manual,i3,53040,Actual
2024,North America,Petrol,Manual,i3,71007,Actual
2025,North America,Petrol,Manual,i3,59877,Forecast
2026,North America,Petrol,Manual,i3,56720,Forecast
2027,North America,Petrol,Manual,i3,53563,Forecast
2010,North America,Diesel,Automatic,i8,82612,Actual
2011,North America,Diesel,Automatic,i8,78645,Actual
2012,North America,Diesel,Automatic,i8,93488,Actual
2013,North America,Diesel,Automatic,i8,74225,Actual
2014,North America,Diesel,Automatic,i8,79731,Actual
2015,North America,Diesel,Automatic,i8,80564,Actual
2016,North America,Diesel,Automatic,i8,63642,Actual
2017,North America,Diesel,Automatic,i8,84295,Actual
2018,North America,Diesel,Automatic,i8,81437,Actual
2019,North America,Diesel,Automatic,i8,72991,Actual
2020,North America,Diesel,Automatic,i8,72585,Actual
2021,North America,Diesel,Automatic,i8,64242,Actual
2022,North America,Diesel,Automatic,i8,73438,Actual
2023,North America,Diesel,Automatic,i8,72361,Actual
2024,North America,Diesel,Automatic,i8,78563,Actual
2025,North America,Diesel,Automatic,i8,77106,Forecast
2026,North America,Diesel,Automatic,i8,78799,Forecast
2027,North America,Diesel,Automatic,i8,80492,Forecast
2010,North America,Diesel,Manual,i8,48312,Actual
2011,North America,Diesel,Manual,i8,84757,Actual
2012,North America,Diesel,Manual,i8,75405,Actual
2013,North America,Diesel,Manual,i8,86136,Actual
2014,North America,Diesel,Manual,i8,78321,Actual
2015,North America,Diesel,Manual,i8,60925,Actual
2016,North America,Diesel,Manual,i8,87652,Actual
2017,North America,Diesel,Manual,i8,85629,Actual
2018,North America,Diesel,Manual,i8,72653,Actual
2019,North America,Diesel,Manual,i8,74421,Actual
2020,North America,Diesel,Manual,i8,66501,Actual
2021,North America,Diesel,Manual,i8,69788,Actual
2022,North America,Diesel,Manual,i8,78633,Actual
2023,North America,Diesel,Manual,i8,79543,Actual
2024,North America,Diesel,Manual,i8,79750,Actual
2025,North America,Diesel,Manual,i8,81558,Forecast
2026,North America,Diesel,Manual,i8,83556,Forecast
2027,North America,Diesel,Manual,i8,85553,Forecast
2010,North America,Electric,Automatic,i8,77661,Actual
2011,North America,Electric,Automatic,i8,77557,Actual
2012,North America,Electric,Automatic,i8,79390,Actual
2013,North America,Electric,Automatic,i8,60250,Actual
2014,North America,Electric,Automatic,i8,67200,Actual
2015,North America,Electric,Automatic,i8,58323,Actual
2016,North America,Electric,Automatic,i8,72049,Actual
2017,North America,Electric,Automatic,i8,92388,Actual
2018,North America,Electric,Automatic,i8,36838,Actual
2019,North America,Electric,Automatic,i8,72736,Actual
2020,North America,Electric,Automatic,i8,73996,Actual
2021,North America,Electric,Automatic,i8,89075,Actual
2022,North America,Electric,Automatic,i8,86982,Actual
2023,North America,Electric,Automatic,i8,83291,Actual
2024,North America,Electric,Automatic,i8,82773,Actual
2025,North America,Electric,Automatic,i8,87392,Forecast
2026,North America,Electric,Automatic,i8,88885,Forecast
2027,North America,Electric,Automatic,i8,90377,Forecast
2010,North America,Electric,Manual,i8,66241,Actual
2011,North America,Electric,Manual,i8,97114,Actual
2012,North America,Electric,Manual,i8,52329,Actual
2013,North America,Electric,Manual,i8,67738,Actual
2014,North America,Electric,Manual,i8,84425,Actual
2015,North America,Electric,Manual,i8,76662,Actual
2016,North America,Electric,Manual,i8,79362,Actual
2017,North America,Electric,Manual,i8,66027,Actual
2018,North America,Electric,Manual,i8,63201,Actual
2019,North America,Electric,Manual,i8,81718,Actual
2020,North America,Electric,Manual,i8,93813,Actual
2021,North America,Electric,Manual,i8,55075,Actual
2022,North America,Electric,Manual,i8,67552,Actual
2023,North America,Electric,Manual,i8,80018,Actual
2024,North America,Electric,Manual,i8,78675,Actual
2025,North America,Electric,Manual,i8,78790,Forecast
2026,North America,Electric,Manual,i8,80591,Forecast
2027,North America,Electric,Manual,i8,82393,Forecast
2010,North America,Hybrid,Automatic,i8,69109,Actual
2011,North America,Hybrid,Automatic,i8,72301,Actual
2012,North America,Hybrid,Automatic,i8,82873,Actual
2013,North America,Hybrid,Automatic,i8,85320,Actual
2014,North America,Hybrid,Automatic,i8,84655,Actual
2015,North America,Hybrid,Automatic,i8,51912,Actual
2016,North America,Hybrid,Automatic,i8,86115,Actual
2017,North America,Hybrid,Automatic,i8,93455,Actual
2018,North America,Hybrid,Automatic,i8,77789,Actual
2019,North America,Hybrid,Automatic,i8,57488,Actual
2020,North America,Hybrid,Automatic,i8,103024,Actual
2021,North America,Hybrid,Automatic,i8,58428,Actual
2022,North America,Hybrid,Automatic,i8,74210,Actual
2023,North America,Hybrid,Automatic,i8,75752,Actual
2024,North America,Hybrid,Automatic,i8,74564,Actual
2025,North America,Hybrid,Automatic,i8,73672,Forecast
2026,North America,Hybrid,Automatic,i8,73507,Forecast
2027,North America,Hybrid,Automatic,i8,73342,Forecast
2010,North America,Hybrid,Manual,i8,59189,Actual
2011,North America,Hybrid,Manual,i8,94341,Actual
2012,North America,Hybrid,Manual,i8,74712,Actual
2013,North America,Hybrid,Manual,i8,56762,Actual
2014,North America,Hybrid,Manual,i8,70381,Actual
2015,North America,Hybrid,Manual,i8,78101,Actual
2016,North America,Hybrid,Manual,i8,71447,Actual
2017,North America,Hybrid,Manual,i8,63451,Actual
2018,North America,Hybrid,Manual,i8,79966,Actual
2019,North America,Hybrid,Manual,i8,58550,Actual
2020,North America,Hybrid,Manual,i8,63278,Actual
2021,North America,Hybrid,Manual,i8,60292,Actual
2022,North America,Hybrid,Manual,i8,56958,Actual
2023,North America,Hybrid,Manual,i8,63130,Actual
2024,North America,Hybrid,Manual,i8,59948,Actual
2025,North America,Hybrid,Manual,i8,59089,Forecast
2026,North America,Hybrid,Manual,i8,58604,Forecast
2027,North America,Hybrid,Manual,i8,58120,Forecast
2010,North America,Petrol,Automatic,i8,85648,Actual
2011,North America,Petrol,Automatic,i8,90195,Actual
2012,North America,Petrol,Automatic,i8,62632,Actual
2013,North America,Petrol,Automatic,i8,85927,Actual
2014,North America,Petrol,Automatic,i8,66802,Actual
2015,North America,Petrol,Automatic,i8,83576,Actual
2016,North America,Petrol,Automatic,i8,58997,Actual
2017,North America,Petrol,Automatic,i8,70050,Actual
2018,North America,Petrol,Automatic,i8,91111,Actual
2019,North America,Petrol,Automatic,i8,81869,Actual
2020,North America,Petrol,Automatic,i8,76787,Actual
2021,North America,Petrol,Automatic,i8,84552,Actual
2022,North America,Petrol,Automatic,i8,61175,Actual
2023,North America,Petrol,Automatic,i8,78473,Actual
2024,North America,Petrol,Automatic,i8,76679,Actual
2025,North America,Petrol,Automatic,i8,74845,Forecast
2026,North America,Petrol,Automatic,i8,74636,Forecast
2027,North America,Petrol,Automatic,i8,74428,Forecast
2010,North America,Petrol,Manual,i8,61735,Actual
2011,North America,Petrol,Manual,i8,76935,Actual
2012,North America,Petrol,Manual,i8,78058,Actual
2013,North America,Petrol,Manual,i8,78565,Actual
2014,North America,Petrol,Manual,i8,72502,Actual
2015,North America,Petrol,Manual,i8,79232,Actual
2016,North America,Petrol,Manual,i8,79711,Actual
2017,North America,Petrol,Manual,i8,40543,Actual
2018,North America,Petrol,Manual,i8,80369,Actual
2019,North America,Petrol,Manual,i8,71666,Actual
2020,North America,Petrol,Manual,i8,89220,Actual
2021,North America,Petrol,Manual,i8,72054,Actual
2022,North America,Petrol,Manual,i8,71694,Actual
2023,North America,Petrol,Manual,i8,79540,Actual
2024,North America,Petrol,Manual,i8,69012,Actual
2025,North America,Petrol,Manual,i8,71415,Forecast
2026,North America,Petrol,Manual,i8,70056,Forecast
2027,North America,Petrol,Manual,i8,68697,Forecast
2010,South America,Diesel,Automatic,3 Series,79127,Actual
2011,South America,Diesel,Automatic,3 Series,79373,Actual
2012,South America,Diesel,Automatic,3 Series,70977,Actual
2013,South America,Diesel,Automatic,3 Series,67194,Actual
2014,South America,Diesel,Automatic,3 Series,84865,Actual
2015,South America,Diesel,Automatic,3 Series,62924,Actual
2016,South America,Diesel,Automatic,3 Series,73938,Actual
2017,South America,Diesel,Automatic,3 Series,77096,Actual
2018,South America,Diesel,Automatic,3 Series,84063,Actual
2019,South America,Diesel,Automatic,3 Series,71169,Actual
2020,South America,Diesel,Automatic,3 Series,68773,Actual
2021,South America,Diesel,Automatic,3 Series,80135,Actual
2022,South America,Diesel,Automatic,3 Series,69126,Actual
2023,South America,Diesel,Automatic,3 Series,73787,Actual
2024,South America,Diesel,Automatic,3 Series,82062,Actual
2025,South America,Diesel,Automatic,3 Series,80000,Forecast
2026,South America,Diesel,Automatic,3 Series,81884,Forecast
2027,South America,Diesel,Automatic,3 Series,83767,Forecast
2010,South America,Diesel,Manual,3 Series,67104,Actual
2011,South America,Diesel,Manual,3 Series,77278,Actual
2012,South America,Diesel,Manual,3 Series,84669,Actual
2013,South America,Diesel,Manual,3 Series,74548,Actual
2014,South America,Diesel,Manual,3 Series,66399,Actual
2015,South America,Diesel,Manual,3 Series,84281,Actual
2016,South America,Diesel,Manual,3 Series,81885,Actual
2017,South America,Diesel,Manual,3 Series,71232,Actual
2018,South America,Diesel,Manual,3 Series,81894,Actual
2019,South America,Diesel,Manual,3 Series,77994,Actual
2020,South America,Diesel,Manual,3 Series,74226,Actual
2021,South America,Diesel,Manual,3 Series,69844,Actual
2022,South America,Diesel,Manual,3 Series,93156,Actual
2023,South America,Diesel,Manual,3 Series,85722,Actual
2024,South America,Diesel,Manual,3 Series,100394,Actual
2025,South America,Diesel,Manual,3 Series,101685,Forecast
2026,South America,Diesel,Manual,3 Series,107378,Forecast
2027,South America,Diesel,Manual,3 Series,113072,Forecast
2010,South America,Electric,Automatic,3 Series,81016,Actual
2011,South America,Electric,Automatic,3 Series,74969,Actual
2012,South America,Electric,Automatic,3 Series,88681,Actual
2013,South America,Electric,Automatic,3 Series,74124,Actual
2014,South America,Electric,Automatic,3 Series,77448,Actual
2015,South America,Electric,Automatic,3 Series,84999,Actual
2016,South America,Electric,Automatic,3 Series,69536,Actual
2017,South America,Electric,Automatic,3 Series,69664,Actual
2018,South America,Electric,Automatic,3 Series,54371,Actual
2019,South America,Electric,Automatic,3 Series,71901,Actual
2020,South America,Electric,Automatic,3 Series,66426,Actual
2021,South America,Electric,Automatic,3 Series,54257,Actual
2022,South America,Electric,Automatic,3 Series,79398,Actual
2023,South America,Electric,Automatic,3 Series,68864,Actual
2024,South America,Electric,Automatic,3 Series,74229,Actual
2025,South America,Electric,Automatic,3 Series,75681,Forecast
2026,South America,Electric,Automatic,3 Series,78015,Forecast
2027,South America,Electric,Automatic,3 Series,80349,Forecast
2010,South America,Electric,Manual,3 Series,63318,Actual
2011,South America,Electric,Manual,3 Series,80524,Actual
2012,South America,Electric,Manual,3 Series,77997,Actual
2013,South America,Electric,Manual,3 Series,75512,Actual
2014,South America,Electric,Manual,3 Series,55581,Actual
2015,South America,Electric,Manual,3 Series,78789,Actual
2016,South America,Electric,Manual,3 Series,76309,Actual
2017,South America,Electric,Manual,3 Series,65454,Actual
2018,South America,Electric,Manual,3 Series,69578,Actual
2019,South America,Electric,Manual,3 Series,65675,Actual
2020,South America,Electric,Manual,3 Series,81324,Actual
2021,South America,Electric,Manual,3 Series,73445,Actual
2022,South America,Electric,Manual,3 Series,56903,Actual
2023,South America,Electric,Manual,3 Series,63106,Actual
2024,South America,Electric,Manual,3 Series,82639,Actual
2025,South America,Electric,Manual,3 Series,76121,Forecast
2026,South America,Electric,Manual,3 Series,78808,Forecast
2027,South America,Electric,Manual,3 Series,81495,Forecast
2010,South America,Hybrid,Automatic,3 Series,77337,Actual
2011,South America,Hybrid,Automatic,3 Series,73748,Actual
2012,South America,Hybrid,Automatic,3 Series,90366,Actual
2013,South America,Hybrid,Automatic,3 Series,88180,Actual
2014,South America,Hybrid,Automatic,3 Series,90063,Actual
2015,South America,Hybrid,Automatic,3 Series,62195,Actual
2016,South America,Hybrid,Automatic,3 Series,98278,Actual
2017,South America,Hybrid,Automatic,3 Series,87276,Actual
2018,South America,Hybrid,Automatic,3 Series,66420,Actual
2019,South America,Hybrid,Automatic,3 Series,81539,Actual
2020,South America,Hybrid,Automatic,3 Series,81260,Actual
2021,South America,Hybrid,Automatic,3 Series,84680,Actual
2022,South America,Hybrid,Automatic,3 Series,68539,Actual
2023,South America,Hybrid,Automatic,3 Series,70974,Actual
